"Coefficient_of_Variation","Mean"
76.8994161536981,0.802197802197802
92.1013217319554,0.624338624338624
72.9382270555205,0.653179190751445
148.497170593105,0.756622516556291
67.4919213556369,0.746774193548387
99.6688970972248,0.875
179.908133304348,0.923197492163009
79.0817326918135,0.919093851132686
302.622641260869,1.18354430379747
389.319448084577,1.34533551554828
284.365379680591,1.11647254575707
396.570098636425,1.66612903225806
269.455766799336,1.0977312390925
102.085844375495,0.931740614334471
268.575565230841,1.06548672566372
