"Coefficient_of_Variation","Mean"
82.1662262762379,0.840909090909091
88.6443699843449,0.644385026737968
133.593630324389,0.711967545638945
154.024021078193,0.822259136212625
61.2527982762105,0.782303370786517
113.184910466144,0.910785619174434
148.434855314781,0.938223938223938
105.047510771305,1.0125
259.472757808458,1.20172201722017
316.112972554628,1.14285714285714
328.142149792025,1.24355670103093
266.030893062515,1.07702523240372
166.407786713075,1.11221590909091
336.198940125,1.34550561797753
344.896010864751,1.40376850605653
