"Coefficient_of_Variation","Mean"
72.9309648626304,1.05714285714286
79.8740929447853,0.865168539325843
71.8539051945508,0.701195219123506
116.106567845079,0.721286370597244
104.576598391327,0.7735368956743
63.491681549596,0.72615039281706
156.707172694035,0.895112016293279
109.401493789232,0.895793499043977
207.346812445032,1.00348128807659
293.933751291006,1.13426688632619
268.572534886193,1.14084507042254
271.50582438942,1.13762214983713
148.638599870386,1.06202209005947
229.790699532292,1.18140794223827
291.991553949,1.20176991150442
